segment_id,segment_name,start_city,end_city,length_km,base_travel_time_minutes,road_type
SEG-000570,Mirzapur to Shimla via Rural Road 81,Mirzapur,Shimla,382.46,459,State Highway
SEG-000571,Karawal Nagar to Nizamabad via Highway 13,Karawal Nagar,Nizamabad,81.53,77,Rural Road
SEG-000572,Ramagundam to Allahabad via Highway 71,Ramagundam,Allahabad,471.04,576,Rural Road
SEG-000573,Kadapa to Ambarnath via State Highway 57,Kadapa,Ambarnath,272.74,279,Expressway
SEG-000574,Jaipur to Srinagar via State Highway 6,Jaipur,Srinagar,101.59,167,State Highway
SEG-000575,Jorhat to Phagwara via Expressway 38,Jorhat,Phagwara,273.52,273,Urban Arterial
SEG-000576,Sultan Pur Majra to Vijayanagaram via Urban Arterial 85,Sultan Pur Majra,Vijayanagaram,400.13,600,Urban Arterial
SEG-000577,Bhiwandi to Bidhannagar via Highway 8,Bhiwandi,Bidhannagar,445.0,600,Expressway
SEG-000578,Anand to Orai via Rural Road 94,Anand,Orai,393.65,548,Highway
SEG-000579,Bhalswa Jahangir Pur to Kurnool via State Highway 81,Bhalswa Jahangir Pur,Kurnool,301.47,223,Highway
SEG-000580,Gopalpur to Kharagpur via State Highway 96,Gopalpur,Kharagpur,194.96,182,Expressway
SEG-000581,Durg to Vijayawada via Urban Arterial 73,Durg,Vijayawada,144.14,105,State Highway
SEG-000582,Bharatpur to Pondicherry via Expressway 82,Bharatpur,Pondicherry,74.0,94,Rural Road
SEG-000583,Chapra to Bahraich via Urban Arterial 1,Chapra,Bahraich,47.72,36,Highway
SEG-000584,Ichalkaranji to Chittoor via Rural Road 91,Ichalkaranji,Chittoor,419.42,348,Highway
SEG-000585,Guwahati to Sonipat via Expressway 70,Guwahati,Sonipat,260.5,210,Highway
SEG-000586,Sambhal to Faridabad via Highway 60,Sambhal,Faridabad,493.37,579,State Highway
SEG-000587,Guna to Tenali via Expressway 78,Guna,Tenali,109.23,124,Urban Arterial
SEG-000588,Karaikudi to Khammam via Highway 73,Karaikudi,Khammam,388.79,269,Rural Road
SEG-000589,Ramgarh to Kota via Expressway 84,Ramgarh,Kota,149.1,135,State Highway
SEG-000590,North Dumdum to Ambala via Expressway 50,North Dumdum,Ambala,18.42,14,Rural Road
SEG-000591,Haridwar to Ramgarh via Expressway 72,Haridwar,Ramgarh,143.39,208,Rural Road
SEG-000592,Gorakhpur to Bhalswa Jahangir Pur via Highway 7,Gorakhpur,Bhalswa Jahangir Pur,191.8,360,State Highway
SEG-000593,Ujjain to Thanjavur via Urban Arterial 11,Ujjain,Thanjavur,71.29,53,State Highway
SEG-000594,Nagaon to Siwan via Highway 91,Nagaon,Siwan,147.4,128,State Highway
SEG-000595,Alwar to Madanapalle via Expressway 51,Alwar,Madanapalle,384.99,333,Highway
SEG-000596,Bhalswa Jahangir Pur to Yamunanagar via Rural Road 83,Bhalswa Jahangir Pur,Yamunanagar,59.23,72,Rural Road
SEG-000597,Solapur to Machilipatnam via Urban Arterial 98,Solapur,Machilipatnam,241.75,170,Expressway
SEG-000598,Ambattur to Arrah via Rural Road 42,Ambattur,Arrah,210.05,172,Urban Arterial
SEG-000599,Bhimavaram to Bidar via Expressway 86,Bhimavaram,Bidar,279.43,201,Rural Road
SEG-000600,Davanagere to Amaravati via Rural Road 1,Davanagere,Amaravati,323.19,524,Highway
SEG-000601,Guntur to Vasai-Virar via Highway 41,Guntur,Vasai-Virar,321.29,240,Highway
SEG-000602,Gorakhpur to Bardhaman via Urban Arterial 16,Gorakhpur,Bardhaman,69.01,48,State Highway
SEG-000603,Motihari to Nellore via Expressway 74,Motihari,Nellore,179.08,207,State Highway
SEG-000604,Guna to Amravati via Expressway 67,Guna,Amravati,300.04,252,Rural Road
SEG-000605,Avadi to Kurnool via Urban Arterial 89,Avadi,Kurnool,189.36,165,Rural Road
SEG-000606,Bharatpur to Bareilly via State Highway 84,Bharatpur,Bareilly,348.7,236,Highway
SEG-000607,Thiruvananthapuram to Mumbai via Expressway 43,Thiruvananthapuram,Mumbai,423.29,478,Highway
SEG-000608,Dhanbad to Machilipatnam via Expressway 18,Dhanbad,Machilipatnam,490.57,600,Expressway
SEG-000609,Agra to Bhimavaram via Urban Arterial 70,Agra,Bhimavaram,406.85,355,Urban Arterial
SEG-000610,Sikar to Purnia via Expressway 37,Sikar,Purnia,373.98,438,State Highway
SEG-000611,Pimpri-Chinchwad to Mirzapur via State Highway 40,Pimpri-Chinchwad,Mirzapur,333.23,248,Expressway
SEG-000612,Cuttack to South Dumdum via Expressway 88,Cuttack,South Dumdum,93.49,63,State Highway
SEG-000613,Kottayam to Bhalswa Jahangir Pur via Urban Arterial 14,Kottayam,Bhalswa Jahangir Pur,96.17,118,Highway
SEG-000614,Noida to Madhyamgram via Urban Arterial 49,Noida,Madhyamgram,417.04,448,Rural Road
SEG-000615,Guwahati to Gangtok via State Highway 44,Guwahati,Gangtok,468.4,390,Highway
SEG-000616,Tiruvottiyur to Medininagar via Rural Road 52,Tiruvottiyur,Medininagar,402.78,290,Urban Arterial
SEG-000617,Jammu to Junagadh via State Highway 23,Jammu,Junagadh,70.81,67,Expressway
SEG-000618,Bulandshahr to Bidar via Highway 60,Bulandshahr,Bidar,321.15,384,Rural Road
SEG-000619,Jorhat to Sirsa via Expressway 25,Jorhat,Sirsa,332.86,565,State Highway
SEG-000620,Chinsurah to Shimla via Urban Arterial 32,Chinsurah,Shimla,279.55,384,State Highway
SEG-000621,Ranchi to Pondicherry via State Highway 77,Ranchi,Pondicherry,118.74,96,State Highway
SEG-000622,Proddatur to Ludhiana via Expressway 12,Proddatur,Ludhiana,433.88,600,Urban Arterial
SEG-000623,Raurkela Industrial Township to Raebareli via State Highway 68,Raurkela Industrial Township,Raebareli,22.36,19,Urban Arterial
SEG-000624,Surat to Mango via State Highway 98,Surat,Mango,104.74,178,Rural Road
SEG-000625,Aurangabad to Tenali via Highway 31,Aurangabad,Tenali,43.49,45,Highway
SEG-000626,Anantapur to Singrauli via State Highway 18,Anantapur,Singrauli,351.28,277,Rural Road
SEG-000627,Bhopal to Vadodara via Highway 91,Bhopal,Vadodara,315.79,244,Expressway
SEG-000628,Salem to Karawal Nagar via Expressway 63,Salem,Karawal Nagar,302.8,320,Urban Arterial
SEG-000629,Hindupur to Srikakulam via Rural Road 1,Hindupur,Srikakulam,83.0,76,State Highway
SEG-000630,Kadapa to Madurai via Expressway 34,Kadapa,Madurai,238.79,202,Rural Road
SEG-000631,Aurangabad to Navi Mumbai via Expressway 62,Aurangabad,Navi Mumbai,204.7,215,Highway
SEG-000632,Tirupati to Jaipur via Urban Arterial 86,Tirupati,Jaipur,405.44,594,Expressway
SEG-000633,Khora  to Srinagar via Urban Arterial 99,Khora ,Srinagar,259.45,221,Urban Arterial
SEG-000634,Hazaribagh to Barasat via Rural Road 8,Hazaribagh,Barasat,234.27,289,Expressway
SEG-000635,Shimoga to Pimpri-Chinchwad via Rural Road 85,Shimoga,Pimpri-Chinchwad,76.27,80,Expressway
SEG-000636,Phusro to Bhilai via State Highway 91,Phusro,Bhilai,149.8,189,Expressway
SEG-000637,Aligarh to Giridih via Urban Arterial 57,Aligarh,Giridih,203.04,148,Expressway
SEG-000638,Morena to Bhimavaram via State Highway 69,Morena,Bhimavaram,187.32,188,State Highway
SEG-000639,Jalna to Varanasi via Expressway 56,Jalna,Varanasi,456.79,582,State Highway
SEG-000640,Sasaram to Sambalpur via State Highway 69,Sasaram,Sambalpur,107.64,86,Rural Road
SEG-000641,Dibrugarh to Rohtak via Urban Arterial 55,Dibrugarh,Rohtak,314.62,229,Urban Arterial
SEG-000642,Bhusawal to Anantapur via Urban Arterial 68,Bhusawal,Anantapur,249.4,247,Urban Arterial
SEG-000643,Moradabad to Ujjain via Rural Road 68,Moradabad,Ujjain,252.82,176,Rural Road
SEG-000644,Jodhpur to Malda via Expressway 95,Jodhpur,Malda,156.48,126,Rural Road
SEG-000645,Karimnagar to Latur via Expressway 50,Karimnagar,Latur,441.62,355,Rural Road
SEG-000646,Gulbarga to Mira-Bhayandar via Rural Road 89,Gulbarga,Mira-Bhayandar,390.29,358,Rural Road
SEG-000647,Begusarai to Sirsa via Expressway 39,Begusarai,Sirsa,109.43,116,Highway
SEG-000648,Berhampore to Miryalaguda via Highway 12,Berhampore,Miryalaguda,407.62,365,Expressway
SEG-000649,Naihati to Thrissur via Expressway 43,Naihati,Thrissur,387.13,361,State Highway
SEG-000650,Mau to Jabalpur via Urban Arterial 40,Mau,Jabalpur,378.97,275,State Highway
SEG-000651,Bhubaneswar to Bikaner via State Highway 97,Bhubaneswar,Bikaner,12.89,18,Rural Road
SEG-000652,Bathinda to Kota via Urban Arterial 30,Bathinda,Kota,314.87,509,Rural Road
SEG-000653,Anantapur to Raurkela Industrial Township via Rural Road 35,Anantapur,Raurkela Industrial Township,177.35,197,Highway
SEG-000654,Ujjain to Hospet via Urban Arterial 53,Ujjain,Hospet,153.6,125,Rural Road
SEG-000655,Kollam to Meerut via Expressway 85,Kollam,Meerut,226.38,225,Highway
SEG-000656,Burhanpur to Siliguri via State Highway 72,Burhanpur,Siliguri,76.7,64,State Highway
SEG-000657,Asansol to Bhatpara via Expressway 83,Asansol,Bhatpara,13.64,13,Highway
SEG-000658,Ajmer to Indore via Highway 46,Ajmer,Indore,449.36,342,Highway
SEG-000659,Jamshedpur to Bokaro via Expressway 74,Jamshedpur,Bokaro,163.65,238,State Highway
SEG-000660,Ulhasnagar to Vasai-Virar via Expressway 92,Ulhasnagar,Vasai-Virar,242.88,467,State Highway
SEG-000661,Aligarh to Aurangabad via State Highway 1,Aligarh,Aurangabad,297.19,439,Highway
SEG-000662,Kumbakonam to Bardhaman via Rural Road 65,Kumbakonam,Bardhaman,227.79,154,Urban Arterial
SEG-000663,Katihar to Bhopal via Highway 69,Katihar,Bhopal,494.8,423,Expressway
SEG-000664,Jaunpur to Kollam via Urban Arterial 42,Jaunpur,Kollam,191.48,148,Expressway
SEG-000665,Bhavnagar to Machilipatnam via Rural Road 83,Bhavnagar,Machilipatnam,207.77,255,State Highway
SEG-000666,Belgaum to Kalyan-Dombivli via Expressway 63,Belgaum,Kalyan-Dombivli,190.12,139,State Highway
SEG-000667,Patna to Indore via State Highway 77,Patna,Indore,257.47,391,Expressway
SEG-000668,Lucknow to Noida via State Highway 10,Lucknow,Noida,148.74,107,Expressway
SEG-000669,Vasai-Virar to Surendranagar Dudhrej via State Highway 40,Vasai-Virar,Surendranagar Dudhrej,243.32,163,Urban Arterial
SEG-000670,Danapur to Bijapur via Rural Road 84,Danapur,Bijapur,463.3,360,Highway
SEG-000671,Aligarh to Dhule via Urban Arterial 44,Aligarh,Dhule,221.63,264,Expressway
SEG-000672,Jamnagar to Mehsana via Rural Road 98,Jamnagar,Mehsana,353.83,377,Urban Arterial
SEG-000673,Bulandshahr to Dindigul via Expressway 49,Bulandshahr,Dindigul,130.58,201,State Highway
SEG-000674,Buxar to Asansol via Expressway 37,Buxar,Asansol,364.48,378,Rural Road
SEG-000675,Chittoor to Gopalpur via Rural Road 84,Chittoor,Gopalpur,137.58,181,Urban Arterial
SEG-000676,Raiganj to Phusro via Expressway 91,Raiganj,Phusro,207.1,163,Rural Road
SEG-000677,Jehanabad to Karimnagar via Urban Arterial 19,Jehanabad,Karimnagar,313.79,416,State Highway
SEG-000678,Orai to Surendranagar Dudhrej via Rural Road 74,Orai,Surendranagar Dudhrej,399.19,277,State Highway
SEG-000679,Dharmavaram to Parbhani via State Highway 60,Dharmavaram,Parbhani,327.32,566,State Highway
SEG-000680,Berhampore to Pune via Expressway 4,Berhampore,Pune,495.72,600,Rural Road
SEG-000681,Tinsukia to Ahmedabad via Urban Arterial 16,Tinsukia,Ahmedabad,74.12,140,Expressway
SEG-000682,Jamalpur to South Dumdum via Highway 9,Jamalpur,South Dumdum,349.4,246,Highway
SEG-000683,Rourkela to Khammam via Rural Road 13,Rourkela,Khammam,424.57,379,Expressway
SEG-000684,Mathura to Indore via Urban Arterial 40,Mathura,Indore,233.94,230,State Highway
SEG-000685,Dhanbad to Khora  via State Highway 79,Dhanbad,Khora ,202.93,253,Urban Arterial
SEG-000686,Khandwa to Mahbubnagar via Expressway 58,Khandwa,Mahbubnagar,425.75,313,State Highway
SEG-000687,Raipur to Nanded via Expressway 5,Raipur,Nanded,113.96,125,Urban Arterial
SEG-000688,Kamarhati to Tadepalligudem via Expressway 27,Kamarhati,Tadepalligudem,475.8,399,Expressway
SEG-000689,Chittoor to Erode via Urban Arterial 35,Chittoor,Erode,58.12,54,Expressway
SEG-000690,Dewas to Ramagundam via Rural Road 10,Dewas,Ramagundam,126.53,215,Urban Arterial
SEG-000691,Rohtak to Thiruvananthapuram via Highway 8,Rohtak,Thiruvananthapuram,300.84,217,State Highway
SEG-000692,Serampore to Kavali via Expressway 30,Serampore,Kavali,77.07,59,Expressway
SEG-000693,Salem to Gudivada via Urban Arterial 78,Salem,Gudivada,13.5,10,State Highway
SEG-000694,Agra to Tirunelveli via Urban Arterial 85,Agra,Tirunelveli,12.04,17,State Highway
SEG-000695,Gandhidham to Parbhani via State Highway 45,Gandhidham,Parbhani,220.21,293,State Highway
SEG-000696,Shimla to Secunderabad via Rural Road 63,Shimla,Secunderabad,241.83,310,Expressway
SEG-000697,Tinsukia to Bhiwandi via Highway 29,Tinsukia,Bhiwandi,184.34,169,Highway
SEG-000698,New Delhi to Mirzapur via Urban Arterial 43,New Delhi,Mirzapur,66.05,44,Rural Road
SEG-000699,Buxar to Belgaum via State Highway 4,Buxar,Belgaum,16.73,13,Highway
SEG-000700,Thrissur to Etawah via State Highway 20,Thrissur,Etawah,334.42,277,Urban Arterial
SEG-000701,Mumbai to Barasat via Rural Road 2,Mumbai,Barasat,424.38,294,Urban Arterial
SEG-000702,Tiruppur to Shimla via Urban Arterial 87,Tiruppur,Shimla,341.07,379,Urban Arterial
SEG-000703,Bhavnagar to Surat via State Highway 14,Bhavnagar,Surat,28.2,37,Urban Arterial
SEG-000704,Madhyamgram to Faridabad via Urban Arterial 56,Madhyamgram,Faridabad,121.47,166,State Highway
SEG-000705,Jammu to Arrah via State Highway 57,Jammu,Arrah,405.45,545,Rural Road
SEG-000706,Belgaum to Dhule via Urban Arterial 59,Belgaum,Dhule,240.02,189,Rural Road
SEG-000707,Chandrapur to Shimla via Rural Road 6,Chandrapur,Shimla,23.86,19,State Highway
SEG-000708,Asansol to Amroha via State Highway 54,Asansol,Amroha,78.79,130,Highway
SEG-000709,Shahjahanpur to Faridabad via Expressway 21,Shahjahanpur,Faridabad,175.04,246,Urban Arterial
SEG-000710,Suryapet to Warangal via Expressway 77,Suryapet,Warangal,319.95,311,Urban Arterial
SEG-000711,Shahjahanpur to Buxar via Highway 21,Shahjahanpur,Buxar,413.19,281,Rural Road
SEG-000712,Miryalaguda to Thoothukudi via Rural Road 38,Miryalaguda,Thoothukudi,408.81,281,State Highway
SEG-000713,Shahjahanpur to Serampore via State Highway 37,Shahjahanpur,Serampore,116.16,80,Rural Road
SEG-000714,Sultan Pur Majra to Gaya via Highway 72,Sultan Pur Majra,Gaya,200.63,144,Expressway
SEG-000715,Katihar to Adoni via Expressway 42,Katihar,Adoni,279.64,370,State Highway
SEG-000716,Gulbarga to Bally via Highway 3,Gulbarga,Bally,119.19,237,Rural Road
SEG-000717,Guntur to Amaravati via Highway 74,Guntur,Amaravati,88.18,147,Rural Road
SEG-000718,Miryalaguda to Bharatpur via State Highway 61,Miryalaguda,Bharatpur,379.3,422,Rural Road
SEG-000719,Pimpri-Chinchwad to Jorhat via Highway 2,Pimpri-Chinchwad,Jorhat,353.83,545,Rural Road
SEG-000720,Solapur to Ramgarh via State Highway 59,Solapur,Ramgarh,39.5,35,State Highway
SEG-000721,Ambarnath to Kulti via Rural Road 64,Ambarnath,Kulti,276.47,191,State Highway
SEG-000722,Bhind to Shahjahanpur via Expressway 15,Bhind,Shahjahanpur,142.72,239,Highway
SEG-000723,Bathinda to Naihati via Expressway 1,Bathinda,Naihati,197.09,234,Urban Arterial
SEG-000724,Chittoor to Tiruchirappalli via Urban Arterial 27,Chittoor,Tiruchirappalli,288.49,282,Rural Road
SEG-000725,Dehradun to Srikakulam via Rural Road 81,Dehradun,Srikakulam,13.73,11,Rural Road
SEG-000726,Hubli–Dharwad to Jabalpur via Expressway 30,Hubli–Dharwad,Jabalpur,292.27,382,State Highway
SEG-000727,Tenali to Sikar via State Highway 70,Tenali,Sikar,454.42,600,Expressway
SEG-000728,Tiruchirappalli to Bareilly via State Highway 26,Tiruchirappalli,Bareilly,86.35,105,Expressway
SEG-000729,Kumbakonam to Amravati via Highway 98,Kumbakonam,Amravati,352.8,366,Highway
SEG-000730,Erode to Bhiwandi via Rural Road 16,Erode,Bhiwandi,19.38,13,Highway
SEG-000731,Ujjain to Aurangabad via Expressway 89,Ujjain,Aurangabad,53.7,69,Expressway
SEG-000732,Bhalswa Jahangir Pur to Kolhapur via State Highway 94,Bhalswa Jahangir Pur,Kolhapur,261.9,425,Expressway
SEG-000733,Kharagpur to Mumbai via Urban Arterial 64,Kharagpur,Mumbai,127.01,136,Highway
SEG-000734,Morena to Mango via Urban Arterial 46,Morena,Mango,293.99,263,Urban Arterial
SEG-000735,Jaunpur to Bhilwara via State Highway 32,Jaunpur,Bhilwara,499.42,535,Expressway
SEG-000736,Mangalore to Thane via Expressway 81,Mangalore,Thane,305.46,216,Rural Road
SEG-000737,Hubli–Dharwad to Mathura via Rural Road 48,Hubli–Dharwad,Mathura,197.84,140,Urban Arterial
SEG-000738,Asansol to Tumkur via Rural Road 48,Asansol,Tumkur,388.22,351,Highway
SEG-000739,Amroha to Bijapur via Expressway 9,Amroha,Bijapur,455.14,600,Expressway
SEG-000740,Ludhiana to Naihati via State Highway 28,Ludhiana,Naihati,493.06,420,Highway
SEG-000741,Allahabad to Ratlam via Expressway 60,Allahabad,Ratlam,260.84,394,Expressway
SEG-000742,Mysore to Morena via State Highway 60,Mysore,Morena,448.38,385,Urban Arterial
SEG-000743,Karnal to Allahabad via Urban Arterial 62,Karnal,Allahabad,405.41,315,State Highway
SEG-000744,Bhalswa Jahangir Pur to Tinsukia via Urban Arterial 96,Bhalswa Jahangir Pur,Tinsukia,78.71,61,Highway
SEG-000745,Delhi to Thiruvananthapuram via Urban Arterial 32,Delhi,Thiruvananthapuram,172.15,253,Highway
SEG-000746,Chinsurah to Bharatpur via State Highway 51,Chinsurah,Bharatpur,216.31,284,Highway
SEG-000747,Kolkata to Loni via Rural Road 42,Kolkata,Loni,267.47,261,State Highway
SEG-000748,Udaipur to Chinsurah via Urban Arterial 6,Udaipur,Chinsurah,246.08,182,Rural Road
SEG-000749,Kochi to Agartala via Highway 53,Kochi,Agartala,328.89,478,Urban Arterial
SEG-000750,Ahmednagar to Adoni via State Highway 36,Ahmednagar,Adoni,151.94,124,Expressway
SEG-000751,Guwahati to Saharanpur via Highway 68,Guwahati,Saharanpur,97.67,72,State Highway
SEG-000752,Sambalpur to Aizawl via Expressway 5,Sambalpur,Aizawl,414.64,383,Urban Arterial
SEG-000753,Katni to Kumbakonam via Rural Road 31,Katni,Kumbakonam,11.44,9,State Highway
SEG-000754,Saharanpur to Baranagar via Urban Arterial 2,Saharanpur,Baranagar,148.24,191,State Highway
SEG-000755,Yamunanagar to Nagaon via Highway 15,Yamunanagar,Nagaon,247.16,215,Highway
SEG-000756,Bilaspur to Ludhiana via Urban Arterial 24,Bilaspur,Ludhiana,132.2,172,Highway
SEG-000757,Sirsa to Panvel via Urban Arterial 59,Sirsa,Panvel,30.54,36,Expressway
SEG-000758,Arrah to Nadiad via State Highway 8,Arrah,Nadiad,345.2,432,Expressway
SEG-000759,Saharsa to Siliguri via Highway 6,Saharsa,Siliguri,129.86,193,Highway
SEG-000760,Amroha to Anantapuram via Expressway 49,Amroha,Anantapuram,459.56,367,Rural Road
SEG-000761,Guntakal to Davanagere via State Highway 5,Guntakal,Davanagere,41.03,44,Rural Road
SEG-000762,Bhatpara to Srinagar via Urban Arterial 20,Bhatpara,Srinagar,179.71,126,State Highway
SEG-000763,Chandigarh to Purnia via Urban Arterial 46,Chandigarh,Purnia,308.98,268,Urban Arterial
SEG-000764,Tiruppur to Bhilwara via Highway 59,Tiruppur,Bhilwara,106.14,88,Highway
SEG-000765,Navi Mumbai to Mumbai via Rural Road 26,Navi Mumbai,Mumbai,307.59,388,Expressway
SEG-000766,Katihar to Bettiah via Expressway 96,Katihar,Bettiah,322.11,231,Expressway
SEG-000767,Bathinda to Mahbubnagar via Rural Road 97,Bathinda,Mahbubnagar,162.83,127,State Highway
SEG-000768,Srinagar to Bikaner via Highway 46,Srinagar,Bikaner,95.07,98,Rural Road
SEG-000769,Giridih to Satna via Urban Arterial 63,Giridih,Satna,349.86,582,Highway
SEG-000770,Sagar to Korba via Expressway 76,Sagar,Korba,440.54,467,Rural Road
SEG-000771,Lucknow to Berhampore via State Highway 61,Lucknow,Berhampore,460.68,466,Highway
SEG-000772,Thoothukudi to Secunderabad via Highway 12,Thoothukudi,Secunderabad,150.95,157,Rural Road
SEG-000773,Raiganj to Kollam via Urban Arterial 63,Raiganj,Kollam,114.21,101,Urban Arterial
SEG-000774,Bilaspur to Jamalpur via State Highway 85,Bilaspur,Jamalpur,85.01,118,Highway
SEG-000775,Gandhinagar to Thiruvananthapuram via Rural Road 59,Gandhinagar,Thiruvananthapuram,236.88,163,Urban Arterial
SEG-000776,Rohtak to Bangalore via Expressway 45,Rohtak,Bangalore,310.06,268,State Highway
SEG-000777,Sagar to Malda via Rural Road 54,Sagar,Malda,455.71,489,Highway
SEG-000778,Pondicherry to Tumkur via Urban Arterial 77,Pondicherry,Tumkur,58.96,40,Rural Road
SEG-000779,Saharanpur to Anand via State Highway 49,Saharanpur,Anand,352.77,241,Urban Arterial
SEG-000780,Bhavnagar to Gorakhpur via Highway 37,Bhavnagar,Gorakhpur,319.58,242,State Highway
SEG-000781,Mau to Medininagar via Urban Arterial 51,Mau,Medininagar,369.78,395,Expressway
SEG-000782,Anand to Panchkula via Highway 39,Anand,Panchkula,221.02,302,Rural Road
SEG-000783,Purnia to Ongole via Urban Arterial 21,Purnia,Ongole,469.56,579,Urban Arterial
SEG-000784,Bettiah to Malda via Highway 4,Bettiah,Malda,261.88,235,State Highway
SEG-000785,Dhanbad to Gudivada via Urban Arterial 45,Dhanbad,Gudivada,317.46,269,State Highway
SEG-000786,Chandigarh to Ratlam via Rural Road 83,Chandigarh,Ratlam,256.29,208,Rural Road
SEG-000787,Hajipur to Sasaram via Rural Road 34,Hajipur,Sasaram,221.12,223,Urban Arterial
SEG-000788,Bathinda to Jaunpur via Highway 67,Bathinda,Jaunpur,307.2,598,Expressway
SEG-000789,Ludhiana to Madurai via Rural Road 43,Ludhiana,Madurai,292.7,235,Highway
SEG-000790,Hosur to Imphal via Urban Arterial 68,Hosur,Imphal,294.43,411,Urban Arterial
SEG-000791,Loni to Udupi via Urban Arterial 67,Loni,Udupi,253.25,359,Rural Road
SEG-000792,New Delhi to Udupi via Rural Road 51,New Delhi,Udupi,98.69,167,Urban Arterial
SEG-000793,Tenali to Bathinda via Expressway 51,Tenali,Bathinda,142.32,226,State Highway
SEG-000794,Dindigul to Ambattur via Rural Road 15,Dindigul,Ambattur,444.48,378,Urban Arterial
SEG-000795,Jodhpur to Surendranagar Dudhrej via Urban Arterial 14,Jodhpur,Surendranagar Dudhrej,186.85,145,State Highway
SEG-000796,Chapra to Bally via State Highway 41,Chapra,Bally,249.49,295,State Highway
SEG-000797,Ramagundam to Medininagar via State Highway 31,Ramagundam,Medininagar,209.82,251,State Highway
SEG-000798,Singrauli to Berhampur via Rural Road 79,Singrauli,Berhampur,199.54,142,State Highway
SEG-000799,Navi Mumbai to Bhubaneswar via Urban Arterial 50,Navi Mumbai,Bhubaneswar,194.62,294,State Highway
SEG-000800,Pune to Unnao via State Highway 63,Pune,Unnao,494.52,600,State Highway
SEG-000801,Motihari to Bettiah via Highway 19,Motihari,Bettiah,414.35,496,Highway
SEG-000802,Ahmednagar to Rajkot via Highway 24,Ahmednagar,Rajkot,262.84,338,Expressway
SEG-000803,Rewa to Morena via Rural Road 98,Rewa,Morena,180.9,361,Expressway
SEG-000804,Gurgaon to Vadodara via Expressway 6,Gurgaon,Vadodara,258.05,439,Rural Road
SEG-000805,Ozhukarai to Hosur via Rural Road 10,Ozhukarai,Hosur,330.06,292,Urban Arterial
SEG-000806,Anand to Tumkur via State Highway 67,Anand,Tumkur,171.65,171,Urban Arterial
SEG-000807,Ratlam to Tinsukia via Expressway 14,Ratlam,Tinsukia,177.57,297,Rural Road
SEG-000808,Buxar to Tirunelveli via Urban Arterial 6,Buxar,Tirunelveli,235.69,246,State Highway
SEG-000809,Yamunanagar to Sikar via Expressway 3,Yamunanagar,Sikar,142.36,187,Urban Arterial
SEG-000810,Khandwa to Ongole via Rural Road 13,Khandwa,Ongole,403.15,489,Expressway
SEG-000811,Sonipat to Miryalaguda via Highway 17,Sonipat,Miryalaguda,383.35,298,Rural Road
SEG-000812,Kota to Kozhikode via Expressway 33,Kota,Kozhikode,439.07,329,Highway
SEG-000813,Srinagar to Dehri via Rural Road 25,Srinagar,Dehri,135.81,92,State Highway
SEG-000814,Nashik to Tiruchirappalli via Expressway 13,Nashik,Tiruchirappalli,356.43,393,Urban Arterial
SEG-000815,Tumkur to Hazaribagh via Urban Arterial 32,Tumkur,Hazaribagh,459.54,446,Highway
SEG-000816,Kishanganj to Anantapuram via Expressway 17,Kishanganj,Anantapuram,61.7,55,Highway
SEG-000817,Vijayanagaram to Proddatur via State Highway 60,Vijayanagaram,Proddatur,96.38,94,Rural Road
SEG-000818,Mira-Bhayandar to Jamnagar via Urban Arterial 39,Mira-Bhayandar,Jamnagar,339.79,241,Highway
SEG-000819,Ajmer to Farrukhabad via Expressway 79,Ajmer,Farrukhabad,297.59,311,Highway
SEG-000820,Thoothukudi to Phusro via State Highway 68,Thoothukudi,Phusro,89.05,59,State Highway
SEG-000821,Patna to Ludhiana via Expressway 90,Patna,Ludhiana,12.56,9,State Highway
SEG-000822,Haldia to Sambalpur via Highway 34,Haldia,Sambalpur,478.47,357,Expressway
SEG-000823,Munger to Jamshedpur via Highway 67,Munger,Jamshedpur,418.78,415,Urban Arterial
SEG-000824,Asansol to Jalgaon via State Highway 18,Asansol,Jalgaon,414.28,415,State Highway
SEG-000825,Baranagar to Ichalkaranji via Rural Road 80,Baranagar,Ichalkaranji,52.08,43,Highway
SEG-000826,Surat to Satna via Urban Arterial 90,Surat,Satna,305.43,238,Urban Arterial
SEG-000827,Gaya to Khammam via Highway 91,Gaya,Khammam,319.27,433,Rural Road
SEG-000828,Bhilai to Bilaspur via Highway 87,Bhilai,Bilaspur,339.0,319,Expressway
SEG-000829,Bally to Faridabad via Urban Arterial 70,Bally,Faridabad,396.64,409,Expressway
SEG-000830,Bidhannagar to Gudivada via Expressway 68,Bidhannagar,Gudivada,444.6,455,Urban Arterial
SEG-000831,Vasai-Virar to Chandrapur via Rural Road 3,Vasai-Virar,Chandrapur,183.22,123,State Highway
SEG-000832,Kamarhati to Anantapuram via State Highway 90,Kamarhati,Anantapuram,311.91,388,Rural Road
SEG-000833,Kota to Rourkela via State Highway 76,Kota,Rourkela,301.83,331,Highway
SEG-000834,Surat to Thrissur via State Highway 83,Surat,Thrissur,211.67,199,Expressway
SEG-000835,Lucknow to Malda via Expressway 57,Lucknow,Malda,297.98,213,State Highway
SEG-000836,Bulandshahr to Hubli–Dharwad via Rural Road 33,Bulandshahr,Hubli–Dharwad,55.17,39,Rural Road
SEG-000837,Hyderabad to Gaya via Urban Arterial 78,Hyderabad,Gaya,165.41,161,Urban Arterial
