item_id,name,description,special_handling_instructions,dimensions_cm,unit_weight_kg,category,is_fragile,is_hazardous,reorder_point,economic_order_quantity,supplier_id,manufacturing_cost_per_unit
PROD-00208,Synergized 5thgeneration software,Enim nulla repellendus incidunt suscipit ullam. Ullam voluptatum veniam quidem ex ratione soluta fuga. Molestiae architecto nemo porro harum.,Standard handling.,84x7x27,127.18,Clothing,False,False,429,548,SUP-007,385.31
PROD-00209,Distributed upward-trending methodology,Iste odit sint enim. Harum ex odit aliquid. Eveniet inventore rem repudiandae aliquam animi aspernatur. Dignissimos dolorum praesentium aliquam eius fugiat et.,Standard handling.,91x67x17,148.8,Medical Supplies,False,False,383,329,SUP-019,2992.99
PROD-00210,Multi-tiered dedicated utilization,Voluptas delectus nesciunt tempore nisi voluptatem. Assumenda dolorem animi sunt.,Standard handling.,71x49x38,85.16,Electronics,False,False,392,801,SUP-014,3873.85
PROD-00211,Monitored executive hardware,Fugiat culpa ratione voluptatum rerum suscipit et. Exercitationem iure aliquid quia. Animi neque eos optio quaerat tenetur.,Standard handling.,97x19x40,73.46,Clothing,False,False,366,613,SUP-015,1184.86
PROD-00212,Cloned object-oriented model,Placeat aut quis odit ipsa fugit. Recusandae in exercitationem laboriosam placeat.,"None, Fragile, handle with care.",44x73x8,134.38,Medical Supplies,True,False,375,284,SUP-007,2731.65
PROD-00213,Customizable background protocol,Numquam itaque animi sequi quis magni repellendus. Harum iure id nesciunt.,"None, Fragile, handle with care.",64x80x27,182.97,Medical Supplies,True,False,253,903,SUP-014,2390.2
PROD-00214,Balanced coherent archive,Exercitationem cum iste ad ad ab quos. Error quam pariatur nisi quos dolore.,Standard handling.,53x70x19,59.02,Books,False,False,466,479,SUP-017,4374.83
PROD-00215,Upgradable systemic matrices,Perspiciatis adipisci sunt ea odit eos.,Standard handling.,31x75x5,20.0,Clothing,False,False,427,947,SUP-019,713.49
PROD-00216,Organized web-enabled intranet,Dolorum aut consequatur repellendus inventore tempora. Vero animi excepturi quisquam atque officiis.,Standard handling.,64x60x31,132.41,Books,False,False,421,102,SUP-001,2734.36
PROD-00217,Organic clear-thinking neural-net,Ducimus voluptatem praesentium ex excepturi deleniti.,Standard handling.,89x21x11,9.84,Clothing,False,False,87,675,SUP-001,4126.84
PROD-00218,Open-source responsive artificial intelligence,Et consectetur aspernatur ab corrupti corporis. Corrupti tenetur accusamus ullam expedita. Iste quasi quos.,Standard handling.,87x17x40,40.24,Clothing,False,False,359,870,SUP-020,3501.45
PROD-00219,Right-sized logistical Graphical User Interface,Delectus similique dolorum molestiae placeat. Reiciendis odit ducimus illo sunt veniam. Occaecati possimus veniam fuga temporibus consequatur maiores natus.,Standard handling.,96x59x35,169.55,Medical Supplies,False,False,384,498,SUP-001,3079.84
PROD-00220,Proactive logistical matrix,Unde similique nihil sit consectetur tempore. Amet repellendus facilis consequatur nulla voluptate. Voluptatum quod nulla dolor vel accusamus.,Standard handling.,28x35x6,61.68,Medical Supplies,False,False,498,279,SUP-004,2143.76
PROD-00221,Seamless 5thgeneration superstructure,Laudantium sapiente magnam vero dolor doloribus. Sed explicabo laborum iusto quasi.,Standard handling.,81x76x11,139.94,Hardware,False,False,359,255,SUP-016,3090.8
PROD-00222,Extended 4thgeneration hardware,Provident adipisci consequatur et recusandae aliquid beatae. Ex architecto nisi quisquam aliquid voluptatum. Nihil maxime odio. Repellendus odio mollitia cum incidunt.,"None, Fragile, handle with care.",32x70x7,151.68,Books,True,False,333,124,SUP-015,323.73
PROD-00223,Up-sized static moderator,Repellendus modi sunt minima autem similique aliquam. Enim possimus nostrum fuga nesciunt nisi. Magni pariatur reiciendis sequi distinctio assumenda.,Standard handling.,42x23x32,167.71,Clothing,False,False,171,640,SUP-006,561.44
PROD-00224,Open-source coherent architecture,Quidem quis assumenda officiis ipsa velit. Voluptas laudantium iste quae dolores ex.,Standard handling.,30x78x21,73.45,Books,False,False,68,255,SUP-005,1818.9
PROD-00225,Visionary incremental software,Perspiciatis quae vitae beatae praesentium. Delectus quia illo ipsa illo soluta doloremque.,"None, Keep refrigerated.",13x14x7,197.35,Perishable,False,False,150,569,SUP-004,3247.84
PROD-00226,Inverse transitional forecast,Earum minus optio et ex. Nobis similique velit aperiam delectus officiis molestias. Ipsum aliquid quia voluptas reiciendis ducimus praesentium. Architecto magni voluptatibus ducimus aspernatur corrupti.,Standard handling.,50x71x10,179.9,Medical Supplies,False,False,295,124,SUP-002,1901.14
PROD-00227,Team-oriented intermediate model,Porro recusandae in quibusdam est incidunt expedita. Enim optio aspernatur.,"None, Keep refrigerated.",45x52x43,139.82,Perishable,False,False,297,619,SUP-001,4322.87
PROD-00228,Object-based stable throughput,Commodi unde exercitationem voluptas. Natus repellendus tempora.,"None, Fragile, handle with care.",73x36x10,194.38,Clothing,True,False,73,276,SUP-020,3916.48
PROD-00229,User-centric directional analyzer,Repellat nostrum sapiente perferendis praesentium. Dignissimos beatae ea tempora dicta. Tenetur fugit blanditiis necessitatibus voluptatum officia fuga.,"None, Fragile, handle with care.",7x12x33,88.21,Electronics,True,False,233,232,SUP-013,3041.27
PROD-00230,Switchable high-level contingency,Reprehenderit aliquam rerum facilis consequuntur possimus. Unde repudiandae non ipsum sed. Placeat quibusdam eos libero amet nostrum itaque consequuntur. Consequatur nobis ea eius.,Standard handling.,38x74x47,96.01,Medical Supplies,False,False,452,388,SUP-015,2198.42
PROD-00231,Diverse national superstructure,Expedita unde fugiat autem assumenda. Quisquam deleniti ad maxime eaque ipsam.,Standard handling.,52x52x37,138.18,Hardware,False,False,199,520,SUP-013,4065.05
PROD-00232,Enhanced zero tolerance process improvement,Voluptates excepturi dolores eveniet commodi praesentium. Corrupti officiis molestiae error fugit. Occaecati cumque quos. Eum eaque quo voluptates excepturi tempora.,Standard handling.,69x13x7,19.16,Household,False,False,393,638,SUP-013,2994.79
PROD-00233,Function-based high-level matrices,Aperiam officia fuga suscipit nam ab tempora. Inventore illum sunt rem reiciendis beatae. Autem sapiente repellendus iure natus.,"None, Fragile, handle with care.",58x13x10,47.92,Electronics,True,False,482,562,SUP-013,3254.72
PROD-00234,Down-sized user-facing secured line,Quis recusandae ea laboriosam. Doloremque perspiciatis aspernatur.,"None, Fragile, handle with care.",28x33x7,29.89,Household,True,False,129,683,SUP-017,800.2
PROD-00235,Quality-focused zero tolerance standardization,Odit vitae iste necessitatibus. Ea numquam maxime quisquam dolorum. Explicabo tempora corrupti recusandae officiis.,Standard handling.,91x21x37,191.36,Clothing,False,False,240,799,SUP-005,371.37
PROD-00236,Robust radical moderator,Laborum soluta praesentium quae eos facilis est. Asperiores dignissimos sunt eaque sit error.,Standard handling.,30x56x42,117.21,Hardware,False,False,228,674,SUP-009,1561.48
PROD-00237,Cross-group multi-tasking service-desk,Maxime atque molestiae culpa assumenda quae voluptatum.,Standard handling.,61x60x47,55.03,Electronics,False,False,72,481,SUP-014,4346.98
PROD-00238,Mandatory asynchronous structure,Accusantium dolorum nam impedit quibusdam odit consectetur. Blanditiis odit dolore est perspiciatis molestiae voluptates corporis. Perspiciatis earum blanditiis cumque nam reprehenderit.,Standard handling.,29x37x17,112.56,Hardware,False,False,257,741,SUP-015,826.41
PROD-00239,Devolved secondary portal,Magnam harum ipsa voluptates. Quia facilis ducimus magnam. Totam ducimus aut eligendi.,Standard handling.,98x64x40,5.9,Electronics,False,False,172,815,SUP-009,2382.05
PROD-00240,Multi-tiered mission-critical Graphical User Interface,Tempore dolores explicabo voluptas nobis velit labore.,Standard handling.,25x59x47,56.23,Books,False,False,214,393,SUP-016,4719.78
PROD-00241,User-centric disintermediate capacity,Occaecati ut iure sequi consectetur. A voluptatum possimus dolorum. Nihil saepe hic in numquam. Exercitationem quam quibusdam aspernatur.,"None, Keep refrigerated.",93x20x16,22.83,Perishable,False,False,98,566,SUP-013,2730.22
PROD-00242,Customizable 3rdgeneration service-desk,Modi odio harum quae. Qui esse rem a cum. Optio veritatis numquam autem.,Standard handling.,55x17x11,155.66,Medical Supplies,False,False,104,346,SUP-002,1858.62
PROD-00243,Profound didactic access,Architecto earum beatae. Numquam commodi soluta.,Standard handling.,24x68x6,109.91,Medical Supplies,False,False,436,750,SUP-010,1051.31
PROD-00244,Face-to-face bottom-line migration,Ducimus occaecati veniam et laudantium. Natus incidunt ad perferendis recusandae consequatur nemo.,"None, Fragile, handle with care.",63x73x7,52.45,Clothing,True,False,132,830,SUP-010,3067.48
PROD-00245,Sharable homogeneous pricing structure,Sit cumque sequi. Molestias exercitationem placeat saepe commodi quisquam. Illum possimus doloremque accusamus aliquam voluptates ratione.,Standard handling.,50x16x15,58.82,Household,False,False,442,127,SUP-005,1088.02
PROD-00246,Switchable even-keeled capability,Nesciunt distinctio sit. Recusandae ipsum eaque minus nobis dolore. Autem ea magni minima sequi vitae id molestias.,Standard handling.,80x75x45,160.44,Electronics,False,False,354,577,SUP-004,4556.74
PROD-00247,Devolved responsive superstructure,Dolorem suscipit autem laudantium saepe sed. Possimus qui dolorem numquam tempore quos sint delectus.,Standard handling.,9x36x7,166.56,Hardware,False,False,176,704,SUP-017,2811.85
PROD-00248,Front-line methodical moderator,Repellat qui corrupti fugiat tenetur nam. Consectetur magnam vel aut. Ut distinctio accusamus quo delectus repudiandae fuga qui. Earum ad quisquam saepe ea.,Standard handling.,66x33x36,32.85,Household,False,False,354,252,SUP-018,4402.13
PROD-00249,Optional explicit system engine,Ratione ratione repellendus nemo quaerat soluta. Sunt voluptatem deleniti rerum odio quod error. Incidunt quae similique. Eum repudiandae reiciendis repudiandae corrupti explicabo.,Standard handling.,6x74x32,136.0,Household,False,False,232,803,SUP-020,4010.42
PROD-00250,Devolved secondary process improvement,Accusantium corporis culpa vitae.,Standard handling.,69x56x19,82.34,Medical Supplies,False,False,441,996,SUP-016,2134.17
PROD-00251,Cross-group tertiary leverage,Rem autem dignissimos maxime. Excepturi dicta aut dolores pariatur nam.,"None, Keep refrigerated.",84x66x35,87.47,Perishable,False,False,155,289,SUP-001,284.74
PROD-00252,Compatible reciprocal neural-net,Vel quae dolores maiores. Maxime earum nostrum facere inventore praesentium.,Standard handling.,18x74x36,97.4,Electronics,False,False,290,671,SUP-004,1419.25
PROD-00253,Centralized clear-thinking encryption,Laudantium sunt odit dolorum ad.,Standard handling.,62x70x16,119.64,Medical Supplies,False,False,342,899,SUP-018,2956.16
PROD-00254,Realigned 5thgeneration extranet,Magnam nisi earum sed exercitationem. Magnam eum earum delectus.,"None, Keep refrigerated.",73x38x18,122.98,Perishable,False,False,165,968,SUP-015,3945.68
PROD-00255,Enhanced disintermediate synergy,Unde illo voluptatum placeat debitis. Eaque veritatis sapiente molestias doloribus dignissimos excepturi odit.,Standard handling.,66x14x35,165.85,Medical Supplies,False,False,412,166,SUP-003,2643.53
PROD-00256,Multi-layered non-volatile challenge,Voluptas hic voluptatibus repellendus. Totam sapiente consequuntur earum.,"None, Fragile, handle with care.",78x56x38,14.83,Books,True,False,197,648,SUP-020,2921.97
PROD-00257,Open-source motivating algorithm,Temporibus commodi quisquam ratione omnis explicabo. Totam eos quas ullam similique sequi architecto cumque.,Standard handling.,77x51x34,49.67,Clothing,False,False,103,189,SUP-010,2753.53
PROD-00258,Re-engineered analyzing protocol,Repellendus quibusdam labore deserunt esse magnam. Quia repudiandae perferendis dolore quam praesentium.,"None, Keep refrigerated.",63x37x9,93.11,Perishable,False,False,118,614,SUP-010,1765.64
PROD-00259,Team-oriented executive approach,Consequuntur fugiat eveniet vero maiores harum minus. Deleniti maxime aliquam rem nam officiis. Totam at minima. Libero non sit vitae.,Standard handling.,88x55x43,68.41,Electronics,False,False,433,149,SUP-013,910.79
PROD-00260,Cloned coherent contingency,Distinctio officiis est. Vero possimus enim cumque minus soluta id.,Standard handling.,61x62x16,63.8,Hardware,False,False,335,996,SUP-002,4772.37
PROD-00261,Synergistic homogeneous approach,Eum odio architecto similique natus soluta error aut. Earum impedit at recusandae eum.,Standard handling.,71x20x31,119.93,Clothing,False,False,289,918,SUP-015,2848.67
PROD-00262,Ameliorated static function,Laboriosam tempore magni quo perspiciatis illum. Facilis consequatur aliquid consequuntur similique reiciendis.,Standard handling.,11x40x24,141.37,Hardware,False,False,77,524,SUP-013,4585.34
PROD-00263,Intuitive disintermediate software,Quibusdam sit architecto reprehenderit dolor. Vitae vel incidunt iure mollitia vitae.,Standard handling.,56x30x41,140.03,Household,False,False,155,978,SUP-001,3240.78
PROD-00264,Total solution-oriented firmware,Magnam nulla excepturi numquam quidem quas. Animi at suscipit. Maiores consequatur laboriosam repellat et tenetur.,"None, Hazardous material, consult safety data sheet.",39x63x34,134.55,Clothing,False,True,125,683,SUP-001,2503.5
PROD-00265,Enterprise-wide full-range neural-net,Ab rerum incidunt voluptatum necessitatibus dolore quaerat. Ut iure aliquid repudiandae optio sint.,"None, Keep refrigerated.",69x67x35,21.08,Perishable,False,False,343,110,SUP-013,4846.62
PROD-00266,Public-key methodical policy,Aspernatur mollitia sint nam minus. Molestias voluptates nulla ipsum rerum inventore aliquid incidunt.,Standard handling.,84x23x16,133.74,Household,False,False,125,431,SUP-014,1280.11
PROD-00267,Object-based systemic workforce,Doloribus maiores non velit laudantium numquam neque nam. Eligendi facere dignissimos adipisci repellendus excepturi. Fugit ab eligendi tenetur.,Standard handling.,89x17x9,31.46,Books,False,False,162,637,SUP-017,4092.47
PROD-00268,Networked next generation product,Error quae quidem aut. Optio repellat excepturi optio dolore adipisci tempora. Nam vel vero vero dolor.,Standard handling.,99x31x34,77.38,Medical Supplies,False,False,218,669,SUP-004,3686.68
PROD-00269,Balanced regional hierarchy,Eveniet dolores rerum eius. Minus nesciunt placeat facere doloribus. Dolorem dolor distinctio ullam exercitationem natus ab. Neque maxime minus excepturi sit.,"None, Fragile, handle with care., Keep refrigerated.",9x29x8,114.15,Perishable,True,False,363,936,SUP-005,2809.94
PROD-00270,Versatile bandwidth-monitored matrix,A voluptate iste nam a. Assumenda esse in suscipit maxime quas. Aperiam qui eum nostrum ullam.,Standard handling.,14x22x5,61.28,Household,False,False,392,231,SUP-019,3131.9
PROD-00271,Multi-lateral national standardization,Dicta porro earum sed magni. Minus consequatur delectus quia.,"None, Fragile, handle with care.",54x23x28,12.1,Books,True,False,355,970,SUP-006,152.32
PROD-00272,Managed bottom-line application,Sed illum nobis ad rerum officiis nisi. Consectetur assumenda ullam quis quod dolore eum. Tenetur sequi ullam accusamus sequi dignissimos quidem.,Standard handling.,57x54x18,79.07,Clothing,False,False,480,789,SUP-005,3799.5
PROD-00273,Profit-focused intermediate model,Doloribus modi molestias eligendi illum nam consectetur. Provident placeat error porro fuga magni velit. Odio rem velit assumenda.,Standard handling.,9x16x30,174.99,Books,False,False,356,421,SUP-007,1635.5
PROD-00274,Inverse incremental model,Ex ratione amet qui fuga. Pariatur laudantium tempora officiis possimus incidunt repellat.,"None, Fragile, handle with care.",22x59x48,51.81,Electronics,True,False,250,133,SUP-019,3927.11
PROD-00275,Grass-roots logistical complexity,Tenetur inventore aut eius vel magnam corporis. Consequuntur possimus possimus architecto.,"None, Keep refrigerated.",9x36x32,23.52,Perishable,False,False,417,598,SUP-001,2845.7
PROD-00276,Focused modular emulation,Magnam illum excepturi nobis tempora error. Voluptates commodi ut labore. Nostrum a tempora.,"None, Fragile, handle with care., Hazardous material, consult safety data sheet.",93x34x17,189.96,Medical Supplies,True,True,355,780,SUP-011,2200.09
PROD-00277,Robust real-time conglomeration,Cupiditate sed aliquid numquam numquam.,Standard handling.,61x37x8,91.21,Electronics,False,False,459,729,SUP-013,1839.85
PROD-00278,Open-source heuristic pricing structure,Nisi commodi modi facilis. Blanditiis tenetur iure consectetur.,Standard handling.,84x15x34,154.37,Medical Supplies,False,False,427,672,SUP-002,24.65
PROD-00279,Switchable logistical time-frame,Quibusdam iusto dolorum omnis. Repellendus explicabo inventore eum. Ratione eaque architecto ab ad.,Standard handling.,16x54x6,86.35,Books,False,False,436,305,SUP-020,1953.99
PROD-00280,Realigned 3rdgeneration knowledgebase,Voluptatum officiis consectetur ducimus. Minus corporis mollitia sit modi nostrum. Neque quod vero tempora voluptatum. Qui odit repellat aliquam magnam vel officiis.,Standard handling.,38x5x30,162.1,Household,False,False,496,302,SUP-001,689.61
PROD-00281,User-friendly national strategy,Blanditiis quam distinctio debitis eligendi sint inventore. Rem perspiciatis nostrum dignissimos voluptas consequatur delectus.,Standard handling.,40x19x5,148.54,Medical Supplies,False,False,374,105,SUP-012,3248.54
PROD-00282,Ergonomic discrete paradigm,Unde distinctio odio odio voluptatum delectus quia. Excepturi doloremque expedita corporis expedita possimus.,Standard handling.,67x69x8,110.68,Medical Supplies,False,False,147,350,SUP-010,2629.35
PROD-00283,Triple-buffered 6thgeneration Graphic Interface,Qui harum possimus porro.,"None, Fragile, handle with care.",10x28x49,23.69,Books,True,False,339,442,SUP-011,2133.01
PROD-00284,Inverse transitional groupware,Hic perferendis exercitationem necessitatibus. At ad quibusdam delectus repellat dignissimos. Dolorum voluptatum fugit neque laboriosam.,Standard handling.,88x80x35,11.07,Clothing,False,False,334,359,SUP-001,4984.98
PROD-00285,Centralized eco-centric system engine,Dolorem saepe sequi eveniet ducimus.,"None, Fragile, handle with care.",14x35x38,138.96,Household,True,False,420,681,SUP-018,2939.87
PROD-00286,Exclusive system-worthy paradigm,Praesentium quos voluptates commodi doloribus. Eligendi repudiandae quibusdam qui molestiae neque. Ratione libero quis impedit beatae modi adipisci.,"None, Fragile, handle with care.",22x62x22,132.8,Books,True,False,96,866,SUP-018,2377.4
PROD-00287,Vision-oriented motivating productivity,Perferendis amet tenetur cum nam. Ipsum quo quo. Deleniti pariatur itaque placeat blanditiis exercitationem quas at.,Standard handling.,99x26x36,199.35,Household,False,False,225,936,SUP-015,2827.56
PROD-00288,Optional foreground secured line,Ut harum temporibus amet aut at. Qui eligendi quam. At vel maiores soluta officiis culpa aperiam.,"None, Keep refrigerated.",35x7x36,135.55,Perishable,False,False,138,606,SUP-007,1021.21
PROD-00289,Synchronized asymmetric monitoring,At consectetur libero labore ratione. Accusamus voluptatem soluta quas quam aspernatur. Accusantium tempora ipsam quae quibusdam dicta vero laboriosam.,Standard handling.,64x40x17,141.3,Medical Supplies,False,False,311,273,SUP-013,1526.9
PROD-00290,Horizontal neutral info-mediaries,Ut sunt maxime facilis vero autem omnis. Earum voluptas accusamus consequuntur ut necessitatibus itaque.,Standard handling.,41x75x32,167.78,Medical Supplies,False,False,115,766,SUP-011,1841.18
PROD-00291,Upgradable composite flexibility,Repellat amet atque aliquid in molestias soluta doloribus. Porro rerum eligendi aliquam harum sunt.,Standard handling.,64x28x29,43.15,Books,False,False,397,829,SUP-020,4473.26
PROD-00292,Multi-tiered user-facing open architecture,Rerum nisi reiciendis animi minima amet. Saepe illo modi ipsum illum debitis sequi. Atque ex ipsam at facilis voluptatum ipsa facere. Ab ex beatae sequi ex odit illo nostrum.,Standard handling.,94x62x48,109.57,Medical Supplies,False,False,186,376,SUP-008,4374.53
PROD-00293,Innovative local moratorium,Accusamus laudantium doloribus incidunt eius dignissimos. Perspiciatis tenetur odit id ad doloremque et.,"None, Fragile, handle with care.",57x39x10,156.55,Books,True,False,408,626,SUP-016,3660.41
PROD-00294,Realigned object-oriented time-frame,Quod cum inventore. Suscipit eos fuga repellendus laudantium ad. Ab accusamus quas illo aliquid cupiditate.,Standard handling.,23x59x19,157.95,Hardware,False,False,57,904,SUP-001,2039.32
PROD-00295,Optional actuating leverage,Reiciendis ad ducimus blanditiis architecto vel ipsa. Reiciendis odio perspiciatis tenetur.,Standard handling.,28x17x30,112.4,Household,False,False,313,272,SUP-013,2679.93
PROD-00296,Monitored 24hour solution,Repudiandae unde neque incidunt blanditiis molestiae numquam incidunt. Doloribus harum odit at quam mollitia modi distinctio. Sapiente vero quasi ducimus similique.,"None, Hazardous material, consult safety data sheet.",14x55x5,184.95,Clothing,False,True,346,777,SUP-001,549.61
PROD-00297,Secured multi-tasking middleware,Eligendi officia quod laborum fuga a. Quo vitae possimus voluptatum. Ipsam reiciendis atque ipsam minima.,Standard handling.,63x68x46,104.15,Hardware,False,False,448,904,SUP-001,1998.24
PROD-00298,Assimilated systematic installation,Tempora voluptates aliquam dicta numquam quae molestiae. Modi deleniti minus placeat.,"None, Keep refrigerated.",37x50x41,178.66,Perishable,False,False,299,783,SUP-014,1448.43
PROD-00299,Public-key modular workforce,Exercitationem ut voluptatibus eligendi nihil quos officia. Perferendis neque dolores expedita reiciendis labore est fugit.,"None, Fragile, handle with care.",55x75x33,180.17,Clothing,True,False,466,597,SUP-013,2459.66
PROD-00300,Optimized dynamic protocol,Excepturi vel inventore. Ullam maiores quisquam esse.,Standard handling.,47x14x8,59.92,Hardware,False,False,335,728,SUP-005,2523.94
PROD-00301,Optional client-server infrastructure,Repudiandae consectetur id hic aut voluptates. In officia facilis doloribus ab eligendi maiores. Non molestiae saepe deleniti facilis cupiditate voluptatem.,Standard handling.,41x64x10,199.04,Electronics,False,False,341,364,SUP-001,2135.67
PROD-00302,Fundamental hybrid focus group,Dicta quaerat facere iste quisquam laboriosam quae. Officiis magnam reiciendis perspiciatis possimus pariatur quod dolor.,Standard handling.,63x42x12,14.74,Medical Supplies,False,False,235,685,SUP-010,1445.18
PROD-00303,Cross-group demand-driven installation,Harum non quasi architecto possimus voluptate praesentium. Consequatur velit tempore rerum illum illum. A esse neque et.,"None, Keep refrigerated.",32x68x10,45.53,Perishable,False,False,142,693,SUP-012,627.51
PROD-00304,Grass-roots maximized strategy,Nulla quod cumque sapiente facere occaecati pariatur.,"None, Fragile, handle with care., Keep refrigerated.",100x5x46,47.07,Perishable,True,False,72,604,SUP-017,872.87
PROD-00305,Multi-lateral composite challenge,Iure atque sed deleniti maxime. Repellat illo adipisci repellat et impedit porro. Itaque repellendus perferendis excepturi similique molestias architecto.,Standard handling.,49x63x21,152.12,Household,False,False,183,795,SUP-005,1674.36
PROD-00306,Advanced web-enabled product,Necessitatibus aliquid animi modi at voluptatem tenetur. Enim dignissimos laudantium fuga eveniet sit.,"None, Fragile, handle with care.",75x31x18,12.45,Clothing,True,False,238,527,SUP-003,1239.3
PROD-00307,Implemented well-modulated frame,Neque libero dolore itaque rerum est repellat. Iusto voluptate hic voluptate. Deleniti suscipit ex molestiae aut sequi maxime tempore.,"None, Keep refrigerated.",43x66x46,97.83,Perishable,False,False,395,636,SUP-008,3291.9
PROD-00308,Reactive high-level orchestration,Ea consequuntur voluptates nam repudiandae aspernatur aliquid. Velit assumenda assumenda dicta facere sequi nesciunt.,Standard handling.,24x19x40,13.14,Clothing,False,False,128,934,SUP-004,2125.66
PROD-00309,Quality-focused secondary info-mediaries,Aut esse quibusdam corporis consequuntur. Perspiciatis accusantium voluptatem iusto sed repellendus itaque velit. Eius minima quos architecto incidunt.,Standard handling.,15x41x25,178.21,Electronics,False,False,114,265,SUP-013,2194.11
PROD-00310,Profit-focused intermediate collaboration,Aliquid quae fuga quam. Odio officiis voluptatem dolores velit. Ipsum tempore praesentium corporis asperiores consectetur occaecati laudantium.,Standard handling.,95x72x10,82.33,Household,False,False,135,955,SUP-019,83.92
PROD-00311,Versatile optimal website,Vero deleniti laudantium natus totam. Optio repellendus laudantium et. Dolores soluta id eum deserunt consequuntur deleniti. Sapiente tempore nisi laudantium dolorem.,"None, Fragile, handle with care.",44x75x22,192.73,Electronics,True,False,360,874,SUP-020,4651.77
PROD-00312,Synergistic responsive monitoring,Cumque quam sint tempore. Saepe qui ipsa rem quis. Deserunt itaque quis itaque tenetur expedita.,"None, Keep refrigerated.",42x72x42,122.84,Perishable,False,False,108,755,SUP-010,36.67
PROD-00313,Inverse eco-centric emulation,Est quasi fuga necessitatibus deleniti esse sint.,"None, Keep refrigerated.",79x10x48,129.86,Perishable,False,False,421,997,SUP-018,3006.31
PROD-00314,Innovative holistic analyzer,Numquam cupiditate cupiditate quibusdam.,"None, Keep refrigerated.",60x71x49,2.34,Perishable,False,False,77,792,SUP-013,1520.13
PROD-00315,Upgradable high-level firmware,Magnam numquam recusandae optio. Autem eaque possimus veniam. Culpa doloremque sapiente pariatur impedit.,Standard handling.,13x25x21,72.11,Household,False,False,430,201,SUP-008,675.88
PROD-00316,Face-to-face solution-oriented conglomeration,Dolor ipsam officia facere.,Standard handling.,40x13x32,49.7,Electronics,False,False,198,690,SUP-006,4928.36
PROD-00317,Optional web-enabled infrastructure,Dolores dolore laborum ab nostrum. Voluptas eos commodi tempore aperiam repellat numquam. Fuga molestiae iste sequi atque rem unde.,"None, Fragile, handle with care.",83x63x48,102.19,Hardware,True,False,135,884,SUP-015,3681.14
PROD-00318,Triple-buffered logistical adapter,Minima a eius assumenda. Voluptate facere debitis distinctio corrupti. Nemo eos maiores provident dignissimos praesentium.,Standard handling.,26x46x27,119.93,Hardware,False,False,479,611,SUP-015,1277.55
PROD-00319,Reduced responsive application,Aperiam molestiae reiciendis quos quam repudiandae excepturi praesentium. Doloribus ducimus repellat consequatur alias nihil earum. Eveniet aliquid quod quisquam ab architecto unde.,Standard handling.,49x55x6,70.8,Electronics,False,False,256,612,SUP-007,808.05
PROD-00320,User-friendly empowering superstructure,Quae distinctio praesentium minus animi accusantium. Ipsum dolor tempore saepe iure alias. Quidem sit eos voluptas rerum.,Standard handling.,46x32x34,5.04,Household,False,False,172,670,SUP-009,2538.79
PROD-00321,Monitored leadingedge access,Debitis adipisci aut soluta. Perspiciatis nam quod accusamus.,Standard handling.,33x68x32,104.22,Electronics,False,False,103,656,SUP-008,4130.44
PROD-00322,Cross-platform logistical collaboration,Minus magni suscipit neque. Facilis aperiam ex et.,"None, Fragile, handle with care.",36x75x8,75.13,Household,True,False,98,192,SUP-010,4886.05
PROD-00323,Expanded reciprocal emulation,Possimus ad minus. Excepturi placeat voluptas.,Standard handling.,97x32x31,38.33,Medical Supplies,False,False,124,241,SUP-004,434.16
PROD-00324,Upgradable incremental portal,Corporis facere sunt distinctio provident quasi non. Natus eligendi explicabo accusamus assumenda animi. Hic amet sunt corporis consequuntur.,Standard handling.,46x14x6,157.44,Medical Supplies,False,False,415,280,SUP-001,2716.44
PROD-00325,Cross-group static product,Repellat neque amet ducimus. Laboriosam incidunt id aut. Ducimus cum numquam laudantium aliquam sequi.,Standard handling.,18x39x29,0.56,Household,False,False,78,632,SUP-002,2849.65
PROD-00326,Multi-layered grid-enabled architecture,Cum veritatis optio earum placeat assumenda minima. Deserunt asperiores laborum dolorem. Enim voluptate ipsum libero est voluptas.,Standard handling.,6x28x26,29.17,Electronics,False,False,74,178,SUP-010,89.21
PROD-00327,Inverse foreground infrastructure,Eligendi nihil sit esse. Molestias culpa sit minima repudiandae quo nihil.,Standard handling.,23x59x40,72.92,Household,False,False,366,261,SUP-013,2052.19
PROD-00328,Re-contextualized web-enabled pricing structure,Esse eius reprehenderit veniam voluptas aliquam. Amet voluptatum corrupti placeat facere impedit. Unde eaque reprehenderit eligendi.,Standard handling.,52x48x6,95.24,Clothing,False,False,390,190,SUP-010,2838.79
PROD-00329,Face-to-face exuding product,Amet sapiente modi quas sunt eaque. Repellendus tempore modi nulla laborum ipsam. Reprehenderit laudantium provident illum dolorem aliquam amet provident. Nam libero maxime incidunt iste dolorem recusandae.,Standard handling.,74x69x14,3.3,Books,False,False,218,559,SUP-018,3975.8
PROD-00330,Networked directional encoding,Esse reprehenderit culpa quaerat qui libero. Aliquam magnam quas ipsum molestias.,"None, Fragile, handle with care.",41x75x40,51.14,Hardware,True,False,397,312,SUP-015,4477.73
PROD-00331,Ameliorated clear-thinking framework,Maxime iste atque similique consequatur. Ut quod impedit culpa. Quod praesentium neque ipsa provident hic.,Standard handling.,51x73x44,102.43,Books,False,False,225,112,SUP-018,490.72
