traffic_id,city_name,area_or_road_segment,timestamp,traffic_level,average_speed_kph,incident_type,incident_description,estimated_delay_minutes
TRF-0002805,Anantapur,MG Road,2025-08-29 18:32:13,Moderate,12.2,Construction,Construction reported near MG Road in Anantapur.,42
TRF-0002806,Noida,Western Express Highway,2025-08-29 19:01:13,Heavy,19.5,None,None,0
TRF-0002807,Aizawl,Outer Ring Road,2025-08-29 19:08:13,Low,54.5,Vehicle Breakdown,Vehicle Breakdown reported near Outer Ring Road in Aizawl.,0
TRF-0002808,Silchar,NH44 Bypass,2025-08-29 19:05:13,Low,53.6,Accident,Accident reported near NH44 Bypass in Silchar.,25
TRF-0002809,Navi Mumbai,MG Road,2025-08-29 19:51:13,Low,64.3,None,None,0
TRF-0002810,Guntakal,Hyderabad-Mumbai Highway,2025-08-29 18:50:13,Heavy,25.2,None,None,0
TRF-0002811,Warangal,Anna Salai,2025-08-29 18:11:13,Low,16.1,Vehicle Breakdown,Vehicle Breakdown reported near Anna Salai in Warangal.,59
TRF-0002812,Vijayanagaram,Old Airport Road,2025-08-29 18:24:13,Heavy,29.2,None,None,0
TRF-0002813,Solapur,Marine Drive,2025-08-29 18:46:13,Severe,14.9,Road Closure,Road Closure reported near Marine Drive in Solapur.,53
TRF-0002814,Berhampur,Western Express Highway,2025-08-29 18:05:13,Low,16.0,Accident,Accident reported near Western Express Highway in Berhampur.,79
TRF-0002815,Panihati,Hyderabad-Mumbai Highway,2025-08-29 19:55:13,Heavy,26.5,Accident,Accident reported near Hyderabad-Mumbai Highway in Panihati.,95
TRF-0002816,Mathura,NH44 Bypass,2025-08-29 18:37:13,Low,20.3,None,None,0
TRF-0002817,Anantapuram,MG Road,2025-08-29 18:46:13,Heavy,18.1,None,None,0
TRF-0002818,Miryalaguda,Western Express Highway,2025-08-29 19:51:13,Low,13.2,Road Closure,Road Closure reported near Western Express Highway in Miryalaguda.,10
TRF-0002819,Karnal,Anna Salai,2025-08-29 19:18:13,Heavy,23.6,None,None,0
TRF-0002820,Sagar,Western Express Highway,2025-08-29 19:37:13,Moderate,79.1,None,None,0
TRF-0002821,Bidar,ITPL Main Road,2025-08-29 19:38:13,Low,11.9,None,None,0
TRF-0002822,Bongaigaon,Marine Drive,2025-08-29 19:28:13,Low,7.1,Construction,Construction reported near Marine Drive in Bongaigaon.,21
TRF-0002823,Sambalpur,MG Road,2025-08-29 18:51:13,Moderate,51.8,None,None,0
TRF-0002824,Durg,Hyderabad-Mumbai Highway,2025-08-29 19:37:13,Moderate,11.8,Accident,Accident reported near Hyderabad-Mumbai Highway in Durg.,74
TRF-0002825,Jehanabad,NH44 Bypass,2025-08-29 18:19:13,Heavy,21.2,Construction,Construction reported near NH44 Bypass in Jehanabad.,48
TRF-0002826,Amravati,NH44 Bypass,2025-08-29 19:54:13,Low,22.5,Accident,Accident reported near NH44 Bypass in Amravati.,39
TRF-0002827,Bellary,NH44 Bypass,2025-08-29 18:49:13,Heavy,27.2,Accident,Accident reported near NH44 Bypass in Bellary.,38
TRF-0002828,Bareilly,Old Airport Road,2025-08-29 19:43:13,Moderate,5.2,Vehicle Breakdown,Vehicle Breakdown reported near Old Airport Road in Bareilly.,109
TRF-0002829,Mangalore,Western Express Highway,2025-08-29 18:35:13,Moderate,67.2,Road Closure,Road Closure reported near Western Express Highway in Mangalore.,81
TRF-0002830,Bokaro,ITPL Main Road,2025-08-29 18:38:13,Severe,6.7,Road Closure,Road Closure reported near ITPL Main Road in Bokaro.,24
TRF-0002831,Sagar,Old Airport Road,2025-08-29 19:58:13,Low,74.9,Accident,Accident reported near Old Airport Road in Sagar.,96
TRF-0002832,Malegaon,Anna Salai,2025-08-29 19:17:13,Moderate,78.9,None,None,0
TRF-0002833,Bhubaneswar,Hyderabad-Mumbai Highway,2025-08-29 19:11:13,Low,9.0,None,None,0
TRF-0002834,Bhimavaram,Connaught Place,2025-08-29 19:01:13,Low,22.0,Accident,Accident reported near Connaught Place in Bhimavaram.,3
TRF-0002835,Jalna,NH44 Bypass,2025-08-29 18:00:13,Low,76.3,None,None,0
TRF-0002836,Loni,Marine Drive,2025-08-29 19:53:13,Low,50.4,None,None,0
TRF-0002837,Tenali,MG Road,2025-08-29 19:54:13,Moderate,29.7,None,None,0
TRF-0002838,Deoghar,ITPL Main Road,2025-08-29 18:39:13,Low,35.4,Accident,Accident reported near ITPL Main Road in Deoghar.,50
TRF-0002839,Nellore,Connaught Place,2025-08-29 19:53:13,Low,69.5,Road Closure,Road Closure reported near Connaught Place in Nellore.,5
TRF-0002840,Tirupati,ITPL Main Road,2025-08-29 18:49:13,Moderate,37.4,Road Closure,Road Closure reported near ITPL Main Road in Tirupati.,36
TRF-0002841,Patna,Anna Salai,2025-08-29 19:56:13,Low,24.6,None,None,0
TRF-0002842,Satna,NH44 Bypass,2025-08-29 19:35:13,Low,79.6,Accident,Accident reported near NH44 Bypass in Satna.,115
TRF-0002843,Bhavnagar,Old Airport Road,2025-08-29 19:00:13,Severe,9.6,None,None,0
TRF-0002844,Deoghar,Anna Salai,2025-08-29 19:15:13,Low,44.5,Accident,Accident reported near Anna Salai in Deoghar.,91
TRF-0002845,Dharmavaram,Western Express Highway,2025-08-29 19:23:13,Low,35.8,None,None,0
TRF-0002846,Vadodara,Western Express Highway,2025-08-29 19:26:13,Low,25.1,None,None,0
TRF-0002847,Surat,Outer Ring Road,2025-08-29 19:23:13,Severe,11.1,None,None,0
TRF-0002848,Tenali,NH44 Bypass,2025-08-29 19:49:13,Moderate,15.3,Accident,Accident reported near NH44 Bypass in Tenali.,69
TRF-0002849,Tiruppur,Western Express Highway,2025-08-29 18:23:13,Low,51.8,Road Closure,Road Closure reported near Western Express Highway in Tiruppur.,64
TRF-0002850,Thane,Anna Salai,2025-08-29 19:03:13,Low,74.1,None,None,0
TRF-0002851,Parbhani,Hyderabad-Mumbai Highway,2025-08-29 19:33:13,Low,64.9,None,None,0
TRF-0002852,Noida,Marine Drive,2025-08-29 18:09:13,Heavy,26.2,None,None,0
TRF-0002853,Ghaziabad,NH44 Bypass,2025-08-29 18:10:13,Low,30.3,None,None,0
TRF-0002854,Malda,Outer Ring Road,2025-08-29 18:01:13,Low,71.7,None,None,0
TRF-0002855,Jodhpur,Hyderabad-Mumbai Highway,2025-08-29 19:17:13,Moderate,36.2,Construction,Construction reported near Hyderabad-Mumbai Highway in Jodhpur.,92
TRF-0002856,Karawal Nagar,Marine Drive,2025-08-29 18:48:13,Moderate,29.9,None,None,0
TRF-0002857,Berhampore,Connaught Place,2025-08-29 18:45:13,Moderate,60.5,None,None,0
TRF-0002858,Kochi,Marine Drive,2025-08-29 19:50:13,Moderate,54.1,Road Closure,Road Closure reported near Marine Drive in Kochi.,46
TRF-0002859,Aurangabad,NH44 Bypass,2025-08-29 18:21:13,Heavy,20.8,None,None,0
TRF-0002860,Anantapur,NH44 Bypass,2025-08-29 18:08:13,Severe,7.0,None,None,0
TRF-0002861,Aizawl,Anna Salai,2025-08-29 19:02:13,Moderate,5.8,None,None,0
TRF-0002862,Chapra,NH44 Bypass,2025-08-29 18:44:13,Moderate,15.9,Construction,Construction reported near NH44 Bypass in Chapra.,95
TRF-0002863,Dhule,ITPL Main Road,2025-08-29 18:28:13,Moderate,37.8,None,None,0
TRF-0002864,Jammu,Outer Ring Road,2025-08-29 18:20:13,Low,62.8,None,None,0
TRF-0002865,Dehradun,Marine Drive,2025-08-29 18:42:13,Heavy,29.0,None,None,0
TRF-0002866,Moradabad,Marine Drive,2025-08-29 19:39:13,Heavy,20.3,None,None,0
TRF-0002867,Bikaner,Hyderabad-Mumbai Highway,2025-08-29 18:57:13,Moderate,41.0,Accident,Accident reported near Hyderabad-Mumbai Highway in Bikaner.,88
TRF-0002868,Agartala,Connaught Place,2025-08-29 18:12:13,Severe,5.1,None,None,0
TRF-0002869,Miryalaguda,Hyderabad-Mumbai Highway,2025-08-29 19:32:13,Severe,7.3,None,None,0
TRF-0002870,Tiruchirappalli,Anna Salai,2025-08-29 19:31:13,Low,32.0,Accident,Accident reported near Anna Salai in Tiruchirappalli.,17
TRF-0002871,Bathinda,Old Airport Road,2025-08-29 18:42:13,Severe,14.3,None,None,0
TRF-0002872,Mahbubnagar,Anna Salai,2025-08-29 18:34:13,Moderate,47.1,None,None,0
TRF-0002873,Salem,ITPL Main Road,2025-08-29 19:38:13,Moderate,39.3,None,None,0
TRF-0002874,Chandigarh,NH44 Bypass,2025-08-29 18:44:13,Heavy,24.3,None,None,0
TRF-0002875,Davanagere,ITPL Main Road,2025-08-29 18:13:13,Low,49.8,None,None,0
TRF-0002876,Naihati,Connaught Place,2025-08-29 19:05:13,Low,71.8,Accident,Accident reported near Connaught Place in Naihati.,42
TRF-0002877,Bijapur,Hyderabad-Mumbai Highway,2025-08-29 18:57:13,Low,8.3,Accident,Accident reported near Hyderabad-Mumbai Highway in Bijapur.,63
TRF-0002878,Jhansi,Connaught Place,2025-08-29 18:39:13,Low,8.4,Vehicle Breakdown,Vehicle Breakdown reported near Connaught Place in Jhansi.,14
TRF-0002879,Ramagundam,Old Airport Road,2025-08-29 18:32:13,Low,22.4,None,None,0
TRF-0002880,Dewas,Connaught Place,2025-08-29 18:36:13,Heavy,18.0,None,None,0
TRF-0002881,Rampur,Connaught Place,2025-08-29 19:55:13,Low,55.9,None,None,0
TRF-0002882,Patiala,Connaught Place,2025-08-29 18:55:13,Heavy,26.3,Accident,Accident reported near Connaught Place in Patiala.,80
TRF-0002883,Raurkela Industrial Township,Marine Drive,2025-08-29 19:29:13,Heavy,25.2,Accident,Accident reported near Marine Drive in Raurkela Industrial Township.,120
TRF-0002884,Patna,Outer Ring Road,2025-08-29 18:06:13,Moderate,47.5,None,None,0
TRF-0002885,Fatehpur,Outer Ring Road,2025-08-29 19:06:13,Heavy,28.2,Accident,Accident reported near Outer Ring Road in Fatehpur.,7
TRF-0002886,Guntur,Western Express Highway,2025-08-29 18:46:13,Moderate,41.0,Construction,Construction reported near Western Express Highway in Guntur.,70
TRF-0002887,Hapur,NH44 Bypass,2025-08-29 18:41:13,Low,15.6,Construction,Construction reported near NH44 Bypass in Hapur.,103
TRF-0002888,Shimoga,Marine Drive,2025-08-29 18:47:13,Low,54.4,Road Closure,Road Closure reported near Marine Drive in Shimoga.,65
TRF-0002889,Madanapalle,ITPL Main Road,2025-08-29 19:59:13,Low,13.6,None,None,0
TRF-0002890,Berhampur,Marine Drive,2025-08-29 19:51:13,Severe,11.9,Road Closure,Road Closure reported near Marine Drive in Berhampur.,48
TRF-0002891,Jalgaon,Anna Salai,2025-08-29 18:30:13,Moderate,45.0,None,None,0
TRF-0002892,Jabalpur,Western Express Highway,2025-08-29 19:14:13,Heavy,21.7,Vehicle Breakdown,Vehicle Breakdown reported near Western Express Highway in Jabalpur.,110
TRF-0002893,Kota,Marine Drive,2025-08-29 19:51:13,Low,75.3,None,None,0
TRF-0002894,Naihati,Old Airport Road,2025-08-29 18:58:13,Low,37.8,None,None,0
TRF-0002895,Nashik,ITPL Main Road,2025-08-29 19:32:13,Severe,9.5,Road Closure,Road Closure reported near ITPL Main Road in Nashik.,85
TRF-0002896,Tadepalligudem,ITPL Main Road,2025-08-29 19:58:13,Moderate,70.5,None,None,0
TRF-0002897,Patna,Western Express Highway,2025-08-29 19:03:13,Low,61.6,None,None,0
TRF-0002898,Tenali,NH44 Bypass,2025-08-29 19:38:13,Low,66.9,Vehicle Breakdown,Vehicle Breakdown reported near NH44 Bypass in Tenali.,117
TRF-0002899,Kolhapur,Connaught Place,2025-08-29 19:32:13,Moderate,65.3,None,None,0
TRF-0002900,Chinsurah,NH44 Bypass,2025-08-29 19:41:13,Low,34.6,None,None,0
TRF-0002901,Pimpri-Chinchwad,Old Airport Road,2025-08-29 18:27:13,Low,55.2,Construction,Construction reported near Old Airport Road in Pimpri-Chinchwad.,106
TRF-0002902,Haldia,NH44 Bypass,2025-08-29 19:20:13,Low,27.5,None,None,0
TRF-0002903,Bidhannagar,Marine Drive,2025-08-29 18:06:13,Low,42.4,None,None,0
TRF-0002904,Karnal,Old Airport Road,2025-08-29 19:54:13,Heavy,24.7,None,None,0
TRF-0002905,Warangal,Anna Salai,2025-08-29 19:45:13,Heavy,15.2,None,None,0
TRF-0002906,Dhanbad,ITPL Main Road,2025-08-29 19:30:13,Moderate,60.3,None,None,0
TRF-0002907,Warangal,Hyderabad-Mumbai Highway,2025-08-29 19:42:13,Low,40.7,None,None,0
TRF-0002908,Chandrapur,Anna Salai,2025-08-29 19:06:13,Heavy,27.3,Accident,Accident reported near Anna Salai in Chandrapur.,87
TRF-0002909,Bongaigaon,MG Road,2025-08-29 19:39:13,Severe,13.1,Construction,Construction reported near MG Road in Bongaigaon.,39
TRF-0002910,Gudivada,NH44 Bypass,2025-08-29 18:42:13,Moderate,59.0,None,None,0
TRF-0002911,Fatehpur,Outer Ring Road,2025-08-29 19:56:13,Moderate,72.6,None,None,0
TRF-0002912,Narasaraopet,NH44 Bypass,2025-08-29 18:57:13,Moderate,6.7,Accident,Accident reported near NH44 Bypass in Narasaraopet.,36
TRF-0002913,Bilaspur,Hyderabad-Mumbai Highway,2025-08-29 19:09:13,Severe,5.4,None,None,0
TRF-0002914,Kota,MG Road,2025-08-29 19:25:13,Low,74.1,Road Closure,Road Closure reported near MG Road in Kota.,91
TRF-0002915,Barasat,Anna Salai,2025-08-29 19:53:13,Low,56.9,None,None,0
TRF-0002916,Raichur,Western Express Highway,2025-08-29 18:44:13,Moderate,50.4,None,None,0
TRF-0002917,Jodhpur,ITPL Main Road,2025-08-29 19:16:13,Moderate,15.2,Accident,Accident reported near ITPL Main Road in Jodhpur.,91
TRF-0002918,Bhavnagar,Outer Ring Road,2025-08-29 18:34:13,Heavy,17.8,Accident,Accident reported near Outer Ring Road in Bhavnagar.,85
TRF-0002919,Patna,MG Road,2025-08-29 18:46:13,Moderate,67.0,None,None,0
TRF-0002920,Chapra,Hyderabad-Mumbai Highway,2025-08-29 18:21:13,Low,57.5,Accident,Accident reported near Hyderabad-Mumbai Highway in Chapra.,34
TRF-0002921,Jamshedpur,Western Express Highway,2025-08-29 18:57:13,Moderate,49.2,Accident,Accident reported near Western Express Highway in Jamshedpur.,61
TRF-0002922,Delhi,NH44 Bypass,2025-08-29 17:59:13,Low,11.3,None,None,0
TRF-0002923,Amritsar,Anna Salai,2025-08-29 18:36:13,Severe,13.3,None,None,0
TRF-0002924,Malda,Marine Drive,2025-08-29 18:17:13,Moderate,19.3,None,None,0
TRF-0002925,Rourkela,Marine Drive,2025-08-29 18:42:13,Moderate,48.7,Road Closure,Road Closure reported near Marine Drive in Rourkela.,33
TRF-0002926,Sultan Pur Majra,Connaught Place,2025-08-29 19:08:13,Low,25.5,None,None,0
TRF-0002927,Bhimavaram,Marine Drive,2025-08-29 18:56:13,Low,16.4,Road Closure,Road Closure reported near Marine Drive in Bhimavaram.,113
TRF-0002928,Rohtak,Hyderabad-Mumbai Highway,2025-08-29 18:20:13,Low,5.4,Road Closure,Road Closure reported near Hyderabad-Mumbai Highway in Rohtak.,60
TRF-0002929,Bangalore,Anna Salai,2025-08-29 19:52:13,Moderate,7.5,None,None,0
TRF-0002930,Bhusawal,Western Express Highway,2025-08-29 19:26:13,Moderate,67.7,None,None,0
TRF-0002931,Hapur,ITPL Main Road,2025-08-29 19:36:13,Low,53.9,Construction,Construction reported near ITPL Main Road in Hapur.,119
TRF-0002932,Uluberia,Western Express Highway,2025-08-29 18:17:13,Low,27.8,None,None,0
TRF-0002933,Sultan Pur Majra,NH44 Bypass,2025-08-29 19:49:13,Moderate,15.4,None,None,0
TRF-0002934,Bhagalpur,Marine Drive,2025-08-29 18:54:13,Low,8.2,None,None,0
TRF-0002935,Buxar,Old Airport Road,2025-08-29 19:22:13,Moderate,23.9,None,None,0
TRF-0002936,Hazaribagh,Hyderabad-Mumbai Highway,2025-08-29 18:36:13,Moderate,79.3,None,None,0
TRF-0002937,Faridabad,Western Express Highway,2025-08-29 18:30:13,Heavy,27.3,Construction,Construction reported near Western Express Highway in Faridabad.,118
TRF-0002938,Singrauli,MG Road,2025-08-29 18:00:13,Heavy,18.4,Accident,Accident reported near MG Road in Singrauli.,103
TRF-0002939,Jalna,Western Express Highway,2025-08-29 18:30:13,Moderate,7.8,None,None,0
TRF-0002940,Siwan,Outer Ring Road,2025-08-29 18:57:13,Low,24.4,None,None,0
TRF-0002941,Munger,MG Road,2025-08-29 18:14:13,Low,64.1,None,None,0
TRF-0002942,Gaya,Anna Salai,2025-08-29 19:16:13,Low,47.4,None,None,0
TRF-0002943,Bidhannagar,Hyderabad-Mumbai Highway,2025-08-29 19:15:13,Low,50.3,Vehicle Breakdown,Vehicle Breakdown reported near Hyderabad-Mumbai Highway in Bidhannagar.,7
TRF-0002944,Khora ,Hyderabad-Mumbai Highway,2025-08-29 19:45:13,Heavy,24.6,Accident,Accident reported near Hyderabad-Mumbai Highway in Khora .,20
TRF-0002945,Tiruchirappalli,ITPL Main Road,2025-08-29 19:29:13,Low,78.8,Construction,Construction reported near ITPL Main Road in Tiruchirappalli.,95
TRF-0002946,Ujjain,Old Airport Road,2025-08-29 19:23:13,Moderate,27.1,Road Closure,Road Closure reported near Old Airport Road in Ujjain.,43
TRF-0002947,Ambattur,NH44 Bypass,2025-08-29 18:54:13,Low,17.3,Accident,Accident reported near NH44 Bypass in Ambattur.,30
TRF-0002948,Mira-Bhayandar,Hyderabad-Mumbai Highway,2025-08-29 19:39:13,Moderate,47.8,Road Closure,Road Closure reported near Hyderabad-Mumbai Highway in Mira-Bhayandar.,40
TRF-0002949,Miryalaguda,Connaught Place,2025-08-29 19:20:13,Severe,7.7,Road Closure,Road Closure reported near Connaught Place in Miryalaguda.,27
TRF-0002950,Avadi,Western Express Highway,2025-08-29 18:44:13,Moderate,67.6,Road Closure,Road Closure reported near Western Express Highway in Avadi.,90
TRF-0002951,Sangli-Miraj & Kupwad,Anna Salai,2025-08-29 18:12:13,Low,55.5,Vehicle Breakdown,Vehicle Breakdown reported near Anna Salai in Sangli-Miraj & Kupwad.,83
TRF-0002952,Raichur,Connaught Place,2025-08-29 19:47:13,Heavy,15.9,Road Closure,Road Closure reported near Connaught Place in Raichur.,108
TRF-0002953,Guntur,Marine Drive,2025-08-29 18:29:13,Severe,11.2,None,None,0
TRF-0002954,Bhubaneswar,Connaught Place,2025-08-29 18:32:13,Severe,9.1,None,None,0
TRF-0002955,Bihar Sharif,Connaught Place,2025-08-29 18:53:13,Severe,8.5,None,None,0
TRF-0002956,Arrah,Old Airport Road,2025-08-29 18:56:13,Severe,5.4,None,None,0
TRF-0002957,Kota,Hyderabad-Mumbai Highway,2025-08-29 19:26:13,Low,65.8,Construction,Construction reported near Hyderabad-Mumbai Highway in Kota.,56
TRF-0002958,Jalna,Outer Ring Road,2025-08-29 18:47:13,Severe,12.7,None,None,0
TRF-0002959,Karaikudi,Western Express Highway,2025-08-29 18:48:13,Moderate,59.8,None,None,0
TRF-0002960,Hapur,Connaught Place,2025-08-29 18:28:13,Low,57.2,None,None,0
TRF-0002961,Chinsurah,Marine Drive,2025-08-29 19:52:13,Moderate,65.2,None,None,0
TRF-0002962,Chandrapur,Hyderabad-Mumbai Highway,2025-08-29 18:51:13,Heavy,22.6,Accident,Accident reported near Hyderabad-Mumbai Highway in Chandrapur.,36
TRF-0002963,Vasai-Virar,ITPL Main Road,2025-08-29 19:56:13,Moderate,49.2,None,None,0
TRF-0002964,Jehanabad,Anna Salai,2025-08-29 18:37:13,Heavy,28.5,None,None,0
TRF-0002965,Purnia,Outer Ring Road,2025-08-29 18:44:13,Moderate,31.2,Accident,Accident reported near Outer Ring Road in Purnia.,82
TRF-0002966,Sri Ganganagar,Outer Ring Road,2025-08-29 18:09:13,Low,41.1,Construction,Construction reported near Outer Ring Road in Sri Ganganagar.,111
TRF-0002967,Rourkela,Hyderabad-Mumbai Highway,2025-08-29 18:13:13,Heavy,15.6,None,None,0
TRF-0002968,Nellore,Western Express Highway,2025-08-29 18:56:13,Heavy,15.2,None,None,0
TRF-0002969,Raebareli,Western Express Highway,2025-08-29 18:32:13,Moderate,40.5,None,None,0
TRF-0002970,Dehradun,Outer Ring Road,2025-08-29 18:52:13,Low,79.3,None,None,0
TRF-0002971,Belgaum,Anna Salai,2025-08-29 19:30:13,Moderate,62.8,None,None,0
TRF-0002972,Bhilwara,Anna Salai,2025-08-29 18:58:13,Low,11.5,None,None,0
TRF-0002973,Chandigarh,Hyderabad-Mumbai Highway,2025-08-29 19:03:13,Severe,6.4,Road Closure,Road Closure reported near Hyderabad-Mumbai Highway in Chandigarh.,3
TRF-0002974,Kanpur,Old Airport Road,2025-08-29 19:56:13,Low,20.0,Construction,Construction reported near Old Airport Road in Kanpur.,86
TRF-0002975,Kamarhati,MG Road,2025-08-29 19:27:13,Moderate,72.0,None,None,0
TRF-0002976,Rajkot,Western Express Highway,2025-08-29 18:13:13,Heavy,26.6,None,None,0
TRF-0002977,Surat,ITPL Main Road,2025-08-29 18:02:13,Moderate,69.3,Road Closure,Road Closure reported near ITPL Main Road in Surat.,107
TRF-0002978,Ratlam,Old Airport Road,2025-08-29 18:35:13,Moderate,12.0,Vehicle Breakdown,Vehicle Breakdown reported near Old Airport Road in Ratlam.,33
TRF-0002979,Bikaner,Anna Salai,2025-08-29 18:47:13,Severe,7.3,None,None,0
TRF-0002980,Jhansi,Connaught Place,2025-08-29 18:47:13,Moderate,36.2,None,None,0
TRF-0002981,Gopalpur,Marine Drive,2025-08-29 19:44:13,Moderate,71.9,Construction,Construction reported near Marine Drive in Gopalpur.,54
TRF-0002982,Rohtak,NH44 Bypass,2025-08-29 18:05:13,Moderate,26.8,None,None,0
TRF-0002983,Patna,Old Airport Road,2025-08-29 19:56:13,Heavy,15.2,Construction,Construction reported near Old Airport Road in Patna.,35
TRF-0002984,Guntakal,Hyderabad-Mumbai Highway,2025-08-29 19:51:13,Moderate,13.7,Vehicle Breakdown,Vehicle Breakdown reported near Hyderabad-Mumbai Highway in Guntakal.,75
TRF-0002985,Bhiwandi,ITPL Main Road,2025-08-29 19:19:13,Heavy,29.5,None,None,0
TRF-0002986,Gopalpur,Western Express Highway,2025-08-29 18:23:13,Low,74.2,Road Closure,Road Closure reported near Western Express Highway in Gopalpur.,110
TRF-0002987,Ramgarh,Connaught Place,2025-08-29 19:42:13,Low,26.4,Accident,Accident reported near Connaught Place in Ramgarh.,80
TRF-0002988,Jamshedpur,ITPL Main Road,2025-08-29 18:13:13,Low,79.8,None,None,0
TRF-0002989,Aizawl,Western Express Highway,2025-08-29 18:14:13,Moderate,32.3,None,None,0
TRF-0002990,Visakhapatnam,Old Airport Road,2025-08-29 19:37:13,Low,62.8,None,None,0
TRF-0002991,Latur,Old Airport Road,2025-08-29 19:32:13,Moderate,43.3,Vehicle Breakdown,Vehicle Breakdown reported near Old Airport Road in Latur.,14
TRF-0002992,Madanapalle,Connaught Place,2025-08-29 18:20:13,Low,76.1,None,None,0
TRF-0002993,Bhatpara,Marine Drive,2025-08-29 18:00:13,Moderate,16.9,Vehicle Breakdown,Vehicle Breakdown reported near Marine Drive in Bhatpara.,99
TRF-0002994,Anantapuram,MG Road,2025-08-29 19:59:13,Low,69.9,Accident,Accident reported near MG Road in Anantapuram.,35
TRF-0002995,Bally,NH44 Bypass,2025-08-29 19:19:13,Severe,9.5,None,None,0
TRF-0002996,Agra,Old Airport Road,2025-08-29 19:00:13,Moderate,57.2,None,None,0
TRF-0002997,Asansol,Hyderabad-Mumbai Highway,2025-08-29 18:27:13,Low,76.9,Construction,Construction reported near Hyderabad-Mumbai Highway in Asansol.,32
TRF-0002998,Jehanabad,ITPL Main Road,2025-08-29 19:36:13,Low,36.1,None,None,0
TRF-0002999,Khandwa,Marine Drive,2025-08-29 19:33:13,Moderate,53.3,Construction,Construction reported near Marine Drive in Khandwa.,11
TRF-0003000,Kurnool,Hyderabad-Mumbai Highway,2025-08-29 19:48:13,Moderate,53.1,None,None,0
TRF-0003001,Tumkur,Outer Ring Road,2025-08-29 18:36:13,Moderate,47.0,None,None,0
TRF-0003002,Machilipatnam,NH44 Bypass,2025-08-29 18:52:13,Heavy,28.2,None,None,0
TRF-0003003,Ambala,Old Airport Road,2025-08-29 19:18:13,Heavy,29.1,None,None,0
TRF-0003004,Shimoga,MG Road,2025-08-29 19:41:13,Low,26.9,None,None,0
TRF-0003005,Muzaffarnagar,ITPL Main Road,2025-08-29 18:32:13,Low,9.9,None,None,0
TRF-0003006,Ahmedabad,Western Express Highway,2025-08-29 18:40:13,Low,17.7,None,None,0
TRF-0003007,Pune,Hyderabad-Mumbai Highway,2025-08-29 18:41:13,Low,61.8,None,None,0
TRF-0003008,Agartala,ITPL Main Road,2025-08-29 18:02:13,Moderate,64.4,Accident,Accident reported near ITPL Main Road in Agartala.,58
TRF-0003009,Meerut,Hyderabad-Mumbai Highway,2025-08-29 18:52:13,Low,9.6,Accident,Accident reported near Hyderabad-Mumbai Highway in Meerut.,108
TRF-0003010,Haldia,ITPL Main Road,2025-08-29 18:14:13,Moderate,64.0,Road Closure,Road Closure reported near ITPL Main Road in Haldia.,104
TRF-0003011,Lucknow,Connaught Place,2025-08-29 19:53:13,Heavy,15.7,None,None,0
TRF-0003012,Phusro,Western Express Highway,2025-08-29 19:36:13,Heavy,29.2,None,None,0
TRF-0003013,Madurai,Hyderabad-Mumbai Highway,2025-08-29 19:31:13,Low,61.4,Accident,Accident reported near Hyderabad-Mumbai Highway in Madurai.,87
TRF-0003014,Barasat,MG Road,2025-08-29 19:39:13,Moderate,10.9,None,None,0
TRF-0003015,Thrissur,Marine Drive,2025-08-29 18:05:13,Moderate,50.7,None,None,0
TRF-0003016,Bulandshahr,Connaught Place,2025-08-29 18:34:13,Low,29.6,None,None,0
TRF-0003017,Rajahmundry,Old Airport Road,2025-08-29 19:19:13,Low,11.7,None,None,0
TRF-0003018,Davanagere,Connaught Place,2025-08-29 19:03:13,Low,60.4,Road Closure,Road Closure reported near Connaught Place in Davanagere.,103
TRF-0003019,Tinsukia,ITPL Main Road,2025-08-29 19:06:13,Moderate,63.9,Road Closure,Road Closure reported near ITPL Main Road in Tinsukia.,20
TRF-0003020,Erode,Anna Salai,2025-08-29 18:11:13,Severe,12.4,None,None,0
TRF-0003021,Ahmedabad,Anna Salai,2025-08-29 19:00:13,Moderate,72.8,None,None,0
TRF-0003022,Vijayanagaram,Hyderabad-Mumbai Highway,2025-08-29 18:54:13,Low,40.6,None,None,0
TRF-0003023,Ambarnath,Hyderabad-Mumbai Highway,2025-08-29 19:29:13,Heavy,19.3,None,None,0
TRF-0003024,Ambala,Western Express Highway,2025-08-29 19:19:13,Low,66.7,None,None,0
TRF-0003025,Kozhikode,NH44 Bypass,2025-08-29 19:28:13,Heavy,29.0,Vehicle Breakdown,Vehicle Breakdown reported near NH44 Bypass in Kozhikode.,80
TRF-0003026,Thanjavur,Western Express Highway,2025-08-29 19:20:13,Moderate,70.4,None,None,0
TRF-0003027,Aizawl,Connaught Place,2025-08-29 18:47:13,Heavy,18.9,None,None,0
TRF-0003028,Raichur,NH44 Bypass,2025-08-29 18:52:13,Low,68.6,None,None,0
TRF-0003029,Bikaner,ITPL Main Road,2025-08-29 19:45:13,Moderate,37.0,Construction,Construction reported near ITPL Main Road in Bikaner.,100
TRF-0003030,Firozabad,Outer Ring Road,2025-08-29 19:42:13,Heavy,16.5,None,None,0
TRF-0003031,Nandyal,Anna Salai,2025-08-29 19:51:13,Low,8.9,None,None,0
TRF-0003032,Karawal Nagar,MG Road,2025-08-29 18:52:13,Moderate,22.7,None,None,0
TRF-0003033,Bokaro,ITPL Main Road,2025-08-29 19:40:13,Low,42.1,Construction,Construction reported near ITPL Main Road in Bokaro.,74
